genus,species,common_nam,street_num,street_nam,site,date_deliv,time_deliv,date_compl,time_compl,estimated_,source,program_ye,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
Taxodium,distichum,Bald cypress,2410,Almeda Ave,6P,1/2/2019,00:00.0,1/7/2019,00:00.0,490.873852,City Nursery,2019,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Prunus,yeodensis,Yoshino cherry,2500,N Military Hwy,7B,12/4/2017,00:00.0,12/5/2017,00:00.0,1256.63706,City Nursery,2018,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Taxodium,distichum,Bald cypress,2410,Almeda Ave,2P,1/2/2019,00:00.0,1/7/2019,00:00.0,490.873852,City Nursery,2019,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Prunus,yeodensis,Yoshino cherry,2500,N Military Hwy,3B,12/4/2017,00:00.0,12/5/2017,00:00.0,1256.63706,City Nursery,2018,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Prunus,yeodensis,Yoshino cherry,2630,Almeda Ave,4FL,11/26/2018,00:00.0,11/29/2018,00:00.0,1256.63706,City Nursery,2019,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Acer,barbatum,Florida maple,2410,Almeda Ave,1FL,1/2/2019,00:00.0,1/7/2019,00:00.0,1256.63706,City Nursery,2019,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Prunus,yeodensis,Yoshino cherry,2630,Almeda Ave,7FL,11/26/2018,00:00.0,11/29/2018,00:00.0,1256.63706,City Nursery,2019,59,51,710,5903,51710005903,59.03,Census Tract,G5020,S,1449571,0,36.8780178,-76.2224828,"FOX HALL, COMMERCE PARK",0.061624016,0.000146513
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,12SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,ascendens,Pond cypress,6325,Sewells Point Rd,7SC,1/23/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6327,Sewells Point Rd,18SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,11SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Cercis,canadensis,Redbud,6329,6329 Sewells Point Rd,5SC,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,15SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,ascendens,Pond cypress,6325,Sewells Point Rd,6SC,1/23/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Cercis,canadensis,Redbud,6325,6325 Sewells Point Rd,1SC,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,9SC,11/6/2018,00:00.0,12/5/2018,00:00.0,490.873852,City Nursery,2019,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6328,Sewells Point Rd,19SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Cercis,canadensis,Redbud,6328,6328 Sewells Point Rd,4SC,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,8SC,11/6/2018,00:00.0,12/5/2018,00:00.0,490.873852,City Nursery,2019,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Cercis,canadensis,Redbud,6326,6326 Sewells Point Rd,2SC,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,8SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,14SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,10SC,11/6/2018,00:00.0,12/5/2018,00:00.0,490.873852,City Nursery,2019,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6329,Sewells Point Rd,20SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6325,Sewells Point Rd,16SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,7SC,11/6/2018,00:00.0,12/5/2018,00:00.0,490.873852,City Nursery,2019,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6330,Sewells Point Rd,21SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Cercis,canadensis,Redbud,6327,6327 Sewells Point Rd,3SC,1/24/2018,00:00.0,1/26/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,9SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6332,Sewells Point Rd,23SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,13SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,11SC,11/6/2018,00:00.0,12/5/2018,00:00.0,490.873852,City Nursery,2019,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum,Bald cypress,6325,Sewells Point Rd,10SC,1/10/2018,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,3847,3847 Wayne Cir,1F,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6331,Sewells Point Rd,22SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Taxodium,distichum 'Shawnee Brave',Shawnee Brave bald cypress,6326,Sewells Point Rd,17SC,1/31/2018,00:00.0,2/7/2018,00:00.0,490.873852,City Nursery,2018,60,51,710,6000,51710006000,60,Census Tract,G5020,S,1657679,20936,36.8874176,-76.2438024,"NORVIEW, FIVE POINTS",0.065995207,0.000169681
Acer,campestre 'Evelyn',Queen Elizabeth hedge maple,3613,Nottaway St,2F,11/26/2018,00:00.0,12/13/2018,00:00.0,490.873852,City Nursery,2019,61,51,710,6100,51710006100,61,Census Tract,G5020,S,3120448,30186,36.8745713,-76.2424994,"ESTABROOK, COLEMAN PLACE",0.088734569,0.000318427
Magnolia,virginiana,Sweetbay magnolia,3500,Lafayette Blvd,8P,1/2/2019,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,61,51,710,6100,51710006100,61,Census Tract,G5020,S,3120448,30186,36.8745713,-76.2424994,"ESTABROOK, COLEMAN PLACE",0.088734569,0.000318427
Magnolia,virginiana,Sweetbay magnolia,3500,Lafayette Blvd,9P,1/2/2019,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,61,51,710,6100,51710006100,61,Census Tract,G5020,S,3120448,30186,36.8745713,-76.2424994,"ESTABROOK, COLEMAN PLACE",0.088734569,0.000318427
Acer,campestre 'Evelyn',Queen Elizabeth hedge maple,3613,Nottaway St,1F,11/26/2018,00:00.0,12/13/2018,00:00.0,490.873852,City Nursery,2019,61,51,710,6100,51710006100,61,Census Tract,G5020,S,3120448,30186,36.8745713,-76.2424994,"ESTABROOK, COLEMAN PLACE",0.088734569,0.000318427
Lagerstroemia,indica x fauriei 'Tuscarora',Tuscarora crape myrtle,3728,Buckingham Dr,1F,12/28/2017,00:00.0,1/26/2018,00:00.0,314.159265,Purchased,2018,61,51,710,6100,51710006100,61,Census Tract,G5020,S,3120448,30186,36.8745713,-76.2424994,"ESTABROOK, COLEMAN PLACE",0.088734569,0.000318427
Magnolia,virginiana,Sweetbay magnolia,1371,Kempsville Rd,1P,1/2/2019,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,5014,E Princess Anne Rd,3M,11/27/2017,00:00.0,11/28/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,5108,E Princess Anne Rd,1M,11/27/2017,00:00.0,11/28/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,4830,E Princess Anne Rd,1M,11/27/2017,00:00.0,11/29/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,4852,E Princess Anne Rd,1M,11/27/2017,00:00.0,11/29/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,4914,E Princess Anne Rd,1M,11/27/2017,00:00.0,11/29/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,4914,E Princess Anne Rd,3M,11/27/2017,00:00.0,11/29/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Magnolia,virginiana,Sweetbay magnolia,1371,Kempsville Rd,3P,1/2/2019,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,4858,E Princess Anne Rd,3M,11/27/2017,00:00.0,11/29/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,5392,E Princess Anne Rd,1M,11/27/2017,00:00.0,11/28/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,5010,E Princess Anne Rd,1M,11/27/2017,00:00.0,11/28/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Magnolia,virginiana,Sweetbay magnolia,1371,Kempsville Rd,2P,1/2/2019,00:00.0,1/4/2019,00:00.0,490.873852,City Nursery,2019,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Betula,nigra 'Heritage',Heritage river birch,4830,E Princess Anne Rd,3M,11/27/2017,00:00.0,11/29/2017,00:00.0,962.11275,City Nursery,2018,62,51,710,6200,51710006200,62,Census Tract,G5020,S,2232705,64281,36.871258,-76.2161669,"RIVER OAKS, FOXHALL",0.086227275,0.000232145
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,954,Elm St,1F,12/12/2018,00:00.0,1/7/2019,00:00.0,314.159265,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Ulmus,alata,Winged elm,957,Elm St,3F,1/2/2019,00:00.0,1/4/2019,00:00.0,1256,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Ulmus,alata,Winged elm,957,Elm St,4F,1/2/2019,00:00.0,1/4/2019,00:00.0,1256,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,954,Elm St,2F,12/12/2018,00:00.0,1/7/2019,00:00.0,314.159265,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Ulmus,alata,Winged elm,3807,Wedgefield Ave,1F,1/15/2019,00:00.0,1/18/2019,00:00.0,1256,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,954,Elm St,3F,12/12/2018,00:00.0,1/7/2019,00:00.0,314.159265,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Ulmus,alata,Winged elm,957,Elm St,1F,1/2/2019,00:00.0,1/4/2019,00:00.0,1256,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,954,Elm St,4F,12/12/2018,00:00.0,1/7/2019,00:00.0,314.159265,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Ulmus,alata,Winged elm,957,Elm St,2F,1/2/2019,00:00.0,1/4/2019,00:00.0,1256,City Nursery,2019,63,51,710,6400,51710006400,64,Census Tract,G5020,S,2326493,615556,36.8468363,-76.2345013,"INGLESIDE, NORFOLK SQUARE",0.07100051,0.000297243
Quercus,phellos,Willow oak,1560,E. Little Creek Rd,3M,2/12/2019,00:00.0,2/13/2019,00:00.0,1963.49541,City Nursery,2019,66,51,710,6601,51710006601,66.01,Census Tract,G5020,S,771908,27766,36.9225214,-76.2303373,"BEL AIRE, HEWITT FARMS",0.04783403,8.09E-05
Cercis,canadensis,Redbud,1530,E. Little Creek Rd,1M,1/31/2019,00:00.0,1/31/2019,00:00.0,490.873852,Purchased,2019,66,51,710,6601,51710006601,66.01,Census Tract,G5020,S,771908,27766,36.9225214,-76.2303373,"BEL AIRE, HEWITT FARMS",0.04783403,8.09E-05
Quercus,michauxii,Swamp chestnut oak,2100,Tarrallton Dr,2P,2/8/2019,00:00.0,2/28/2019,00:00.0,2826,City Nursery,2019,67,51,710,6602,51710006602,66.02,Census Tract,G5020,S,1499384,52855,36.923608,-76.220067,"TARRALLTON, WEDGEWOOD",0.055729108,0.000156981
Acer,buergerianum,Trident maple,2217,Jeffrey Dr,1M,1/11/2019,00:00.0,2/6/2019,00:00.0,1256.63706,City Nursery,2019,67,51,710,6602,51710006602,66.02,Census Tract,G5020,S,1499384,52855,36.923608,-76.220067,"TARRALLTON, WEDGEWOOD",0.055729108,0.000156981
Quercus,michauxii,Swamp chestnut oak,2100,Tarrallton Dr,1P,2/8/2019,00:00.0,2/28/2019,00:00.0,2826,City Nursery,2019,67,51,710,6602,51710006602,66.02,Census Tract,G5020,S,1499384,52855,36.923608,-76.220067,"TARRALLTON, WEDGEWOOD",0.055729108,0.000156981
Prunus,yeodensis,Yoshino cherry,2764,Murray Ave,2F,12/4/2017,00:00.0,12/5/2017,00:00.0,1256.63706,City Nursery,2018,70,51,710,6605,51710006605,66.05,Census Tract,G5020,S,1909209,380578,36.912324,-76.2040159,"CAMELLIA ACRES, SARATOGA",0.084448967,0.000231538
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,2625,Wingfield Rd,3F,11/26/2018,00:00.0,12/12/2018,00:00.0,314.159265,City Nursery,2019,70,51,710,6605,51710006605,66.05,Census Tract,G5020,S,1909209,380578,36.912324,-76.2040159,"CAMELLIA ACRES, SARATOGA",0.084448967,0.000231538
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,2625,Wingfield Rd,1F,11/26/2018,00:00.0,12/12/2018,00:00.0,314.159265,City Nursery,2019,70,51,710,6605,51710006605,66.05,Census Tract,G5020,S,1909209,380578,36.912324,-76.2040159,"CAMELLIA ACRES, SARATOGA",0.084448967,0.000231538
Acer,campestre 'Evelyn',Queen Elizabeth hedge maple,7708,Leafwood Dr,1F,11/26/2018,00:00.0,12/13/2018,00:00.0,490.873852,City Nursery,2019,70,51,710,6605,51710006605,66.05,Census Tract,G5020,S,1909209,380578,36.912324,-76.2040159,"CAMELLIA ACRES, SARATOGA",0.084448967,0.000231538
Acer,campestre,Hedge maple,2751,Console Ave,1F,12/28/2017,00:00.0,2/2/2018,00:00.0,490.873852,Purchased,2018,70,51,710,6605,51710006605,66.05,Census Tract,G5020,S,1909209,380578,36.912324,-76.2040159,"CAMELLIA ACRES, SARATOGA",0.084448967,0.000231538
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,2625,Wingfield Rd,2F,11/26/2018,00:00.0,12/12/2018,00:00.0,314.159265,City Nursery,2019,70,51,710,6605,51710006605,66.05,Census Tract,G5020,S,1909209,380578,36.912324,-76.2040159,"CAMELLIA ACRES, SARATOGA",0.084448967,0.000231538
Acer,campestre 'Evelyn',Queen Elizabeth hedge maple,1612,Kingsway Rd,1F,11/26/2018,00:00.0,12/13/2018,00:00.0,490.873852,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Styrax,americanus,American snowbell,1951,Paddock Rd,6M,12/18/2018,00:00.0,12/18/2018,00:00.0,706,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Cercis,canadensis 'Merlot',Merlot redbud,1951,Paddock Rd,2M,11/20/2018,00:00.0,12/17/2018,00:00.0,490.873852,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Cercis,canadensis 'Merlot',Merlot redbud,1952,Paddock Rd,4M,11/20/2018,00:00.0,12/17/2018,00:00.0,490.873852,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Cercis,canadensis 'Merlot',Merlot redbud,1953,Paddock Rd,5M,11/20/2018,00:00.0,12/17/2018,00:00.0,490.873852,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Acer,buergerianum,Trident maple,1701,Keswick Dr,1S,12/12/2018,00:00.0,12/13/2018,00:00.0,1256.63706,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Styrax,americanus,American snowbell,1951,Paddock Rd,7M,12/18/2018,00:00.0,12/18/2018,00:00.0,706,City Nursery,2019,71,51,710,6606,51710006606,66.06,Census Tract,G5020,S,2130568,92031,36.9093656,-76.2259727,"LARRYMORE LAWNS, PINEWOOD",0.072347499,0.000224736
Cercis,canadensis 'Merlot',Merlot redbud,2000,Colane Rd,3S,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,72,51,710,6607,51710006607,66.07,Census Tract,G5020,S,2011327,364131,36.896723,-76.2166487,"BROMLEY, AZALEA ACRES",0.07801941,0.000240153
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,6467,Aldow Dr,3F,11/22/2017,00:00.0,11/30/2017,00:00.0,490.873852,City Nursery,2018,72,51,710,6607,51710006607,66.07,Census Tract,G5020,S,2011327,364131,36.896723,-76.2166487,"BROMLEY, AZALEA ACRES",0.07801941,0.000240153
Cercis,canadensis 'Merlot',Merlot redbud,2001,Kenlake Dr,3S,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,72,51,710,6607,51710006607,66.07,Census Tract,G5020,S,2011327,364131,36.896723,-76.2166487,"BROMLEY, AZALEA ACRES",0.07801941,0.000240153
Cercis,canadensis 'Merlot',Merlot redbud,2000,Colane Rd,4S,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,72,51,710,6607,51710006607,66.07,Census Tract,G5020,S,2011327,364131,36.896723,-76.2166487,"BROMLEY, AZALEA ACRES",0.07801941,0.000240153
Cercis,canadensis 'Merlot',Merlot redbud,6445,Aldow Dr,2F,11/22/2017,00:00.0,11/30/2017,00:00.0,490.873852,City Nursery,2018,72,51,710,6607,51710006607,66.07,Census Tract,G5020,S,2011327,364131,36.896723,-76.2166487,"BROMLEY, AZALEA ACRES",0.07801941,0.000240153
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,6466,Aldow Dr,2F,11/22/2017,00:00.0,11/30/2017,00:00.0,490.873852,City Nursery,2018,72,51,710,6607,51710006607,66.07,Census Tract,G5020,S,2011327,364131,36.896723,-76.2166487,"BROMLEY, AZALEA ACRES",0.07801941,0.000240153
