genus,species,common_nam,street_num,street_nam,site,date_deliv,time_deliv,date_compl,time_compl,estimated_,source,program_ye,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
Taxodium,distichum,Bald cypress,1145,Bolling Ave,26SC,12/4/2017,00:00.0,12/14/2017,00:00.0,490.873852,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Acer,barbatum,Florida maple,1114,Westmoreland Ave,1F,12/7/2018,00:00.0,1/8/2019,00:00.0,1256.63706,City Nursery,2019,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,7SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Lagerstroemia,indica x fauriei 'Tuscarora',Tuscarora crape myrtle,1138,Bedford Ave,1F,12/28/2017,00:00.0,1/17/2018,00:00.0,314.159265,Purchased,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,11SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,16SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,3SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,muehlenbergii,Chinquapin oak,1130,Manchester Ave,1F,12/12/2018,00:00.0,1/11/2019,00:00.0,2826,City Nursery,2019,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1027,Bolling Ave,2F,10/27/2017,00:00.0,12/12/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,8SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1027,Bolling Ave,5F,11/21/2018,00:00.0,11/28/2018,00:00.0,1963.49541,City Nursery,2019,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Ostrya,virginiana,Hophornbeam,1145,Bolling Ave,9SC,12/4/2017,00:00.0,12/12/2017,00:00.0,706.858347,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Taxodium,distichum,Bald cypress,1145,Bolling Ave,23SC,12/4/2017,00:00.0,12/14/2017,00:00.0,490.873852,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,19SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Ulmus,americana 'Princeton',Princeton American elm,1145,Bolling Ave,27SC,12/4/2017,00:00.0,12/12/2017,00:00.0,1256.63706,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,6SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,12SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,17SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,2SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,virginiana,Live oak,1145,Bolling Ave,23SC,12/6/2017,00:00.0,12/12/2017,00:00.0,6361.72512,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,22SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Ostrya,virginiana,Hophornbeam,1145,Bolling Ave,10SC,12/4/2017,00:00.0,12/12/2017,00:00.0,706.858347,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Styrax,japonicus,Japanese snowbell,1140,Bedford Ave,1F,12/12/2018,00:00.0,1/8/2019,00:00.0,706.858347,City Nursery,2019,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Taxodium,distichum,Bald cypress,1145,Bolling Ave,24SC,12/4/2017,00:00.0,12/14/2017,00:00.0,490.873852,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,18SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,13SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,laurifolia,Laurel oak,1312,Magnolia Ave,1F,1/26/2018,00:00.0,2/1/2018,00:00.0,2827.43339,City Nursery,2018,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Cercis,canadensis 'Merlot',Merlot redbud,5952,Glenhaven Cres,2F,11/21/2018,00:00.0,11/28/2018,00:00.0,490.873852,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Quercus,prinoides,Dwarf chinquapin oak,1436,Magnolia Ave,1F,1/2/2019,00:00.0,1/9/2019,00:00.0,153.93804,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Salix,matsudana,Corkscrew willow,6525,Hampton Blvd,8L,12/3/2018,00:00.0,12/19/2018,00:00.0,314,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Quercus,laurifolia,Laurel oak,1312,Magnolia Ave,2F,1/26/2018,00:00.0,2/1/2018,00:00.0,2827.43339,City Nursery,2018,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,6112,Rolfe Ave,1S,12/12/2018,00:00.0,1/3/2019,00:00.0,314.159265,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Quercus,prinoides,Dwarf chinquapin oak,6000,Eastwood Terr,2F,1/11/2019,00:00.0,1/3/2019,00:00.0,153.93804,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Quercus,phellos,Willow oak,1411,Eleanor Ct,3F,10/27/2017,00:00.0,10/31/2017,00:00.0,1963.49541,City Nursery,2018,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Cercis,canadensis 'Merlot',Merlot redbud,5952,Glenhaven Cres,1F,11/21/2018,00:00.0,11/28/2018,00:00.0,490.873852,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Quercus,prinoides,Dwarf chinquapin oak,5334,Powhatan Ave,2F,12/7/2018,00:00.0,1/7/2019,00:00.0,153.93804,City Nursery,2019,23,51,710,2400,51710002400,24,Census Tract,G5020,S,1463332,2333983,36.8974493,-76.3136903,EDGEWATER,0.080581048,0.000383894
Cercis,canadensis,Redbud,3700,Bowdens Ferry Rd,5S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Cercis,canadensis,Redbud,3700,Bowdens Ferry Rd,6S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Quercus,prinoides,Dwarf chinquapin oak,1341,43rd St,1F,12/3/2018,00:00.0,12/12/2018,00:00.0,153.93804,City Nursery,2019,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Betula,nigra 'Heritage',Heritage river birch,1268,W 38th St,6S,12/4/2014,00:00.0,12/6/2017,00:00.0,962.11275,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Quercus,phellos,Willow oak,1264,W 27th St,1F,12/13/2017,00:00.0,12/7/2017,00:00.0,1963.49541,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Cercis,canadensis,Redbud,3700,Bowdens Ferry Rd,2S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Quercus,phellos,Willow oak,3700,Bowdens Ferry Rd,1S,10/27/2017,00:00.0,12/6/2017,00:00.0,1963.49541,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Lagerstroemia,indica x fauriei 'Natchez',Natchez crape myrtle,1268,W 38th St,3F,2/14/2018,00:00.0,2/20/2018,00:00.0,314.159265,Purchased,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Quercus,prinoides,Dwarf chinquapin oak,1441,43rd St,1F,12/3/2018,00:00.0,12/12/2018,00:00.0,153.93804,City Nursery,2019,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Salix,matsudana,Corkscrew willow,1546,38th St,3FL,12/3/2018,00:00.0,12/19/2018,00:00.0,314,City Nursery,2019,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Betula,nigra 'Heritage',Heritage river birch,1268,W 38th St,5S,12/4/2014,00:00.0,12/6/2017,00:00.0,962.11275,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Cercis,canadensis,Redbud,3700,Bowdens Ferry Rd,3S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Lagerstroemia,indica x fauriei 'Natchez',Natchez crape myrtle,1268,W 38th St,4F,2/14/2018,00:00.0,2/20/2018,00:00.0,314.159265,Purchased,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Quercus,prinoides,Dwarf chinquapin oak,1417,43rd St,1F,12/3/2018,00:00.0,12/12/2018,00:00.0,153.93804,City Nursery,2019,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Salix,matsudana,Corkscrew willow,1546,38th St,2FL,12/3/2018,00:00.0,12/19/2018,00:00.0,314,City Nursery,2019,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Cercis,canadensis,Redbud,3700,Bowdens Ferry Rd,4S,12/4/2017,00:00.0,12/6/2017,00:00.0,490.873852,City Nursery,2018,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Salix,matsudana,Corkscrew willow,1546,38th St,1FL,12/3/2018,00:00.0,12/19/2018,00:00.0,314,City Nursery,2019,24,51,710,2500,51710002500,25,Census Tract,G5020,S,1392465,40067,36.8821639,-76.3067789,"LAMBERT'S POINT, ODU",0.065077061,0.000144798
Cercis,canadensis 'Merlot',Merlot redbud,4301,Colley Ave,2S,12/4/2017,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,3910,Colley Ave,1F,12/7/2018,00:00.0,1/8/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,4310,Colley Ave,1F,1/7/2019,00:00.0,1/9/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,5104,Colley Ave,2S,1/7/2019,00:00.0,1/11/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Sassafras,albidum,Sassafras,5000,Colley Ave,1S,12/12/2018,00:00.0,1/8/2019,00:00.0,452.389342,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,3911,Colley Ave,2F,12/7/2018,00:00.0,1/8/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,800,W. 39th St,2F,1/7/2019,00:00.0,1/7/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,5104,Colley Ave,1S,1/7/2019,00:00.0,1/11/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,4800,Colley Ave,1F,12/7/2018,00:00.0,1/3/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Sassafras,albidum,Sassafras,5015,Colley Ave,1F,12/12/2018,00:00.0,1/8/2019,00:00.0,452.389342,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,4504,Colley Ave,1F,1/7/2019,00:00.0,1/9/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,4110,Colley Ave,1F,1/7/2019,00:00.0,1/8/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Cercis,canadensis 'Merlot',Merlot redbud,4301,Colley Ave,1S,12/4/2017,00:00.0,1/22/2018,00:00.0,490.873852,City Nursery,2018,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,4800,Colley Ave,2F,12/7/2018,00:00.0,1/3/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Quercus,prinoides,Dwarf chinquapin oak,4800,Colley Ave,3F,12/7/2018,00:00.0,1/3/2019,00:00.0,153.93804,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Sassafras,albidum,Sassafras,5000,Colley Ave,2S,12/12/2018,00:00.0,1/8/2019,00:00.0,452.389342,City Nursery,2019,25,51,710,2600,51710002600,26,Census Tract,G5020,S,848899,167670,36.8860879,-76.2966307,NORTH COLLEY,0.048713886,0.000102758
Prunus,yeodensis,Yoshino cherry,535,34th St,3M,12/12/2017,00:00.0,1/10/2018,00:00.0,1256.63706,City Nursery,2018,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Ulmus,alata,Winged elm,701,37th St,1F,1/15/2019,00:00.0,1/16/2019,00:00.0,1256,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,prinoides,Dwarf chinquapin oak,713,37th St,2F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Acer,campestre 'Evelyn',Queen Elizabeth hedge maple,1001,38th St,1F,12/3/2018,00:00.0,12/5/2018,00:00.0,490.873852,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,645,34th Street,2F,12/3/2018,00:00.0,1/3/2019,00:00.0,314.159265,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,muehlenbergii,Chinquapin oak,723,37th St,1F,12/12/2018,00:00.0,1/16/2019,00:00.0,2826,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,muehlenbergii,Chinquapin oak,617,36th St,1F,11/27/2018,00:00.0,12/12/2018,00:00.0,2826,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Cercis,canadensis,Redbud,2608,Gosnold Ave,1P,2/2/2018,00:00.0,2/5/2018,00:00.0,490.873852,City Nursery,2018,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Ulmus,alata,Winged elm,703,37th St,1F,1/22/2019,00:00.0,1/23/2019,00:00.0,1256,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Prunus,yeodensis,Yoshino cherry,535,34th St,5M,12/12/2017,00:00.0,1/10/2018,00:00.0,1256.63706,City Nursery,2018,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,prinoides,Dwarf chinquapin oak,715,37th St,2F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Malus,pumila 'Roxburry Russet',Roxburry Russet apple,2608,Gosnold Ave,6P,11/28/2018,00:00.0,11/30/2018,00:00.0,177,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,645,34th Street,1F,12/3/2018,00:00.0,1/3/2019,00:00.0,314.159265,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Malus,pumila 'King David',King David apple,2608,Gosnold Ave,5P,11/27/2018,00:00.0,11/30/2018,00:00.0,177,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,muehlenbergii,Chinquapin oak,645,37th St,2F,1/15/2019,00:00.0,1/31/2019,00:00.0,2826,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,prinoides,Dwarf chinquapin oak,717,37th St,1F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,laurifolia,Laurel oak,605,36th St,2F,12/3/2018,00:00.0,12/12/2018,00:00.0,2827.43339,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,muehlenbergii,Chinquapin oak,705,37th St,2F,1/15/2019,00:00.0,1/16/2019,00:00.0,2826,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,prinoides,Dwarf chinquapin oak,710,37th St,1F,1/7/2019,00:00.0,1/23/2019,00:00.0,153.93804,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,prinoides,Dwarf chinquapin oak,716,37th St,1F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Cercis,canadensis,Redbud,2608,Gosnold Ave,3P,2/2/2018,00:00.0,2/5/2018,00:00.0,490.873852,City Nursery,2018,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Malus,pumila 'King David',King David apple,2608,Gosnold Ave,4P,11/27/2018,00:00.0,11/30/2018,00:00.0,177,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Prunus,cerasifera 'Krauter Vesuvius',Krauter Vesuvius purple leaf plum,711,37th St,1F,12/12/2018,00:00.0,1/9/2019,00:00.0,314.159265,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,muehlenbergii,Chinquapin oak,733,37th St,1F,1/15/2019,00:00.0,1/16/2019,00:00.0,2826,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Quercus,prinoides,Dwarf chinquapin oak,704,37th St,1F,1/7/2019,00:00.0,1/16/2019,00:00.0,153.93804,City Nursery,2019,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Prunus,yeodensis,Yoshino cherry,535,34th St,1M,12/12/2017,00:00.0,1/10/2018,00:00.0,1256.63706,City Nursery,2018,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
Cercis,canadensis,Redbud,2608,Gosnold Ave,2P,2/2/2018,00:00.0,2/5/2018,00:00.0,490.873852,City Nursery,2018,26,51,710,2700,51710002700,27,Census Tract,G5020,S,993401,0,36.8762031,-76.2949722,PARK PLACE (WEST),0.041513037,0.000100403
